向第三个中输入斯黛拉 {"command":"input_text","vindex":"三","text":"斯黛拉","mode":0}
请进入第五十九个 {"command":"click","vindex":"五十九","mode":0}
帮我第十一个上滑 {"command":"swipe","vindex":"十一","direction":"上"}
第四十八个点击 {"command":"click","vindex":"四十八","mode":0}
输入我怎么猜啊到第五十二个 {"command":"input_text","vindex":"五十二","text":"我怎么猜啊","mode":0}
给我添加别提这人说点别的到第九个 {"command":"input_text","vindex":"九","text":"别提这人说点别的","mode":0}
向第三十一个尾部添加这就是个中等餐厅的价 {"command":"input_text","vindex":"三十一","text":"这就是个中等餐厅的价","mode":0}
请向第四十五个尾部添加如果他们两个谈恋爱谈了7年都一直没有上床 {"command":"input_text","vindex":"四十五","text":"如果他们两个谈恋爱谈了7年都一直没有上床","mode":0}
帮我输入成成成来来来来到第三十七个 {"command":"input_text","vindex":"三十七","text":"成成成来来来来","mode":0}
向第四十五个中输入没那么严重 {"command":"input_text","vindex":"四十五","text":"没那么严重","mode":0}
请查看第五十七个 {"command":"click","vindex":"五十七","mode":0}
给我向第九个尾部输入你这么一说我算明白了 {"command":"input_text","vindex":"九","text":"你这么一说我算明白了","mode":0}
给我按一下第十八个 {"command":"click","vindex":"十八","mode":0}
帮我第十六个左滑 {"command":"swipe","vindex":"十六","direction":"左"}
第二十七个往上 {"command":"swipe","vindex":"二十七","direction":"上"}
请第六十个往上 {"command":"swipe","vindex":"六十","direction":"上"}
给我输入如果有机会的话到第三十个 {"command":"input_text","vindex":"三十","text":"如果有机会的话","mode":0}
向第五十二个尾部输入可是没有想到这两年她的变化还是很大的 {"command":"input_text","vindex":"五十二","text":"可是没有想到这两年她的变化还是很大的","mode":0}
查看第十三个 {"command":"click","vindex":"十三","mode":0}
给我向第二十九个中输入喝这个能怎么了 {"command":"input_text","vindex":"二十九","text":"喝这个能怎么了","mode":0}
给我向第十六个中输入我们是白领好吧 {"command":"input_text","vindex":"十六","text":"我们是白领好吧","mode":0}
第八个点击 {"command":"click","vindex":"八","mode":0}
第四个往左 {"command":"swipe","vindex":"四","direction":"左"}
把第四十个向左滑 {"command":"swipe","vindex":"四十","direction":"左"}
第十八个点击 {"command":"click","vindex":"十八","mode":0}
第二十五个往上 {"command":"swipe","vindex":"二十五","direction":"上"}
向第十六个尾部输入这么大一个事情 {"command":"input_text","vindex":"十六","text":"这么大一个事情","mode":0}
向第十四个尾部添加冯总咱们那只是一个雏形 {"command":"input_text","vindex":"十四","text":"冯总咱们那只是一个雏形","mode":0}
按一下第四十四个 {"command":"click","vindex":"四十四","mode":0}
向第三十八个中输入真是太谢谢你了 {"command":"input_text","vindex":"三十八","text":"真是太谢谢你了","mode":0}
帮我向左滑动第九个 {"command":"swipe","vindex":"九","direction":"左"}
查看第十二个 {"command":"click","vindex":"十二","mode":0}
向下滑动第十七个 {"command":"swipe","vindex":"十七","direction":"下"}
输入你就不怕到第三十二个 {"command":"input_text","vindex":"三十二","text":"你就不怕","mode":0}
给我把第五十五个向上滑 {"command":"swipe","vindex":"五十五","direction":"上"}
帮我第五十个点击 {"command":"click","vindex":"五十","mode":0}
帮我点击第十七个 {"command":"click","vindex":"十七","mode":0}
向第五十四个尾部添加怎么能成为网红零食的 {"command":"input_text","vindex":"五十四","text":"怎么能成为网红零食的","mode":0}
帮我右滑第四十四个 {"command":"swipe","vindex":"四十四","direction":"右"}
查看第十二个 {"command":"click","vindex":"十二","mode":0}
帮我第四十八个往上 {"command":"swipe","vindex":"四十八","direction":"上"}
帮我向下滑动第三十二个 {"command":"swipe","vindex":"三十二","direction":"下"}
添加怎么了到第二个 {"command":"input_text","vindex":"二","text":"怎么了","mode":0}
给我输入你仔细看看到第一个 {"command":"input_text","vindex":"一","text":"你仔细看看","mode":0}
帮我添加兄弟到第二十二个 {"command":"input_text","vindex":"二十二","text":"兄弟","mode":0}
向第四十九个尾部添加哇塞您好辛苦 {"command":"input_text","vindex":"四十九","text":"哇塞您好辛苦","mode":0}
查看第十五个 {"command":"click","vindex":"十五","mode":0}
向第三十二个尾部输入呵呵 {"command":"input_text","vindex":"三十二","text":"呵呵","mode":0}
上滑第五十九个 {"command":"swipe","vindex":"五十九","direction":"上"}
向下移动第二十九个 {"command":"swipe","vindex":"二十九","direction":"下"}
请向第四十九个中输入上面这三条你没有一条符合的 {"command":"input_text","vindex":"四十九","text":"上面这三条你没有一条符合的","mode":0}
给我第六十个往下 {"command":"swipe","vindex":"六十","direction":"下"}
向第三十个尾部输入现在好像是我我要图你便宜似的 {"command":"input_text","vindex":"三十","text":"现在好像是我我要图你便宜似的","mode":0}
请向下移动第五十九个 {"command":"swipe","vindex":"五十九","direction":"下"}
查看第八个 {"command":"click","vindex":"八","mode":0}
请上滑第十八个 {"command":"swipe","vindex":"十八","direction":"上"}
点击第二个 {"command":"click","vindex":"二","mode":0}
第二十八个往左 {"command":"swipe","vindex":"二十八","direction":"左"}
向上滑动第五十五个 {"command":"swipe","vindex":"五十五","direction":"上"}
向第四十八个尾部添加小曲她手段再多也没用 {"command":"input_text","vindex":"四十八","text":"小曲她手段再多也没用","mode":0}
帮我向上移动第五十三个 {"command":"swipe","vindex":"五十三","direction":"上"}
输入亲家啊这次来打算住多长时间到第五十个 {"command":"input_text","vindex":"五十","text":"亲家啊这次来打算住多长时间","mode":0}
第十三个点击 {"command":"click","vindex":"十三","mode":0}
输入一会下雨怎么办到第三十二个 {"command":"input_text","vindex":"三十二","text":"一会下雨怎么办","mode":0}
点击第十个 {"command":"click","vindex":"十","mode":0}
帮我向第十九个中输入还是更爱他 {"command":"input_text","vindex":"十九","text":"还是更爱他","mode":0}
点击第十四个 {"command":"click","vindex":"十四","mode":0}
第十九个上滑 {"command":"swipe","vindex":"十九","direction":"上"}
帮我打开第五十三个 {"command":"click","vindex":"五十三","mode":0}
进入第十八个 {"command":"click","vindex":"十八","mode":0}
添加不要在那出现好吗到第四十九个 {"command":"input_text","vindex":"四十九","text":"不要在那出现好吗","mode":0}
向第四十六个尾部添加你跟那小子还是认真的 {"command":"input_text","vindex":"四十六","text":"你跟那小子还是认真的","mode":0}
第四十八个往上 {"command":"swipe","vindex":"四十八","direction":"上"}
打开第四十一个 {"command":"click","vindex":"四十一","mode":0}
请打开第四十七个 {"command":"click","vindex":"四十七","mode":0}
请向第三十三个尾部添加只是每到这时候 {"command":"input_text","vindex":"三十三","text":"只是每到这时候","mode":0}
给我向第二十四个中输入我才懒得管 {"command":"input_text","vindex":"二十四","text":"我才懒得管","mode":0}
请下滑第十四个 {"command":"swipe","vindex":"十四","direction":"下"}
添加我从家庭补贴里补的到第二十一个 {"command":"input_text","vindex":"二十一","text":"我从家庭补贴里补的","mode":0}
请输入丁香到第四十八个 {"command":"input_text","vindex":"四十八","text":"丁香","mode":0}
给我查看第三十四个 {"command":"click","vindex":"三十四","mode":0}
请查看第五十九个 {"command":"click","vindex":"五十九","mode":0}
第一个往下 {"command":"swipe","vindex":"一","direction":"下"}
请向右滑动第四十七个 {"command":"swipe","vindex":"四十七","direction":"右"}
请向第十二个尾部输入你怎么着是让我报警是吗 {"command":"input_text","vindex":"十二","text":"你怎么着是让我报警是吗","mode":0}
请向第二十九个尾部输入如果你们觉得我的课程有问题的话 {"command":"input_text","vindex":"二十九","text":"如果你们觉得我的课程有问题的话","mode":0}
请查看第八个 {"command":"click","vindex":"八","mode":0}
查看第十二个 {"command":"click","vindex":"十二","mode":0}
帮我向第十四个中输入妈妈是 {"command":"input_text","vindex":"十四","text":"妈妈是","mode":0}
看下第四十六个 {"command":"click","vindex":"四十六","mode":0}
帮我添加都得花钱到第二十七个 {"command":"input_text","vindex":"二十七","text":"都得花钱","mode":0}
第五十六个上滑 {"command":"swipe","vindex":"五十六","direction":"上"}
向第四十二个尾部添加你别逗了 {"command":"input_text","vindex":"四十二","text":"你别逗了","mode":0}
给我把第五十五个向下滑 {"command":"swipe","vindex":"五十五","direction":"下"}
左滑第十五个 {"command":"swipe","vindex":"十五","direction":"左"}
输入从那天晚上到现在到第一个 {"command":"input_text","vindex":"一","text":"从那天晚上到现在","mode":0}
请打开第五十七个 {"command":"click","vindex":"五十七","mode":0}
给我第十三个上滑 {"command":"swipe","vindex":"十三","direction":"上"}
帮我向第三十五个尾部添加我没有陪他踢过球 {"command":"input_text","vindex":"三十五","text":"我没有陪他踢过球","mode":0}
添加你应该多学学到第四十四个 {"command":"input_text","vindex":"四十四","text":"你应该多学学","mode":0}
输入那是我女婿到第四十八个 {"command":"input_text","vindex":"四十八","text":"那是我女婿","mode":0}
请向第三十五个中输入你说这个世界上这么多男人 {"command":"input_text","vindex":"三十五","text":"你说这个世界上这么多男人","mode":0}
打开第五十五个 {"command":"click","vindex":"五十五","mode":0}
给我向第九个中输入Harriet {"command":"input_text","vindex":"九","text":"Harriet","mode":0}
向第五十七个尾部添加所以我们必须马上起诉 {"command":"input_text","vindex":"五十七","text":"所以我们必须马上起诉","mode":0}
添加就像是林娜的儿子突然抓到我手指头一样到第三十五个 {"command":"input_text","vindex":"三十五","text":"就像是林娜的儿子突然抓到我手指头一样","mode":0}
查看第三十九个 {"command":"click","vindex":"三十九","mode":0}
向上滑动第八个 {"command":"swipe","vindex":"八","direction":"上"}
给我进入第三十三个 {"command":"click","vindex":"三十三","mode":0}
输入我刚才查了一下到第十九个 {"command":"input_text","vindex":"十九","text":"我刚才查了一下","mode":0}
请添加师傅有一件事我一直想不明白到第四十八个 {"command":"input_text","vindex":"四十八","text":"师傅有一件事我一直想不明白","mode":0}
